//
///////////////////////////////////////////ЭKCТPACOЛНEЧНAЯ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 0 0 			27 27 27 			255 255 255 			0 0 0 			11 12 14 			0 0 0 			5 0 0 			0.9		0.9		0.9			200 100 0			1800.0		100.0		0.9			30 20 0			3 3 3			85 85 65 240			254 12 12 12			254 13 17 17			0	90	0	1.00		
// 5 AM
	22 22 22 			87 87 87 			255 255 255 			0 0 0 			11 11 14 			0 0 0 			26 26 26 			0.9		0.9		0.3			200 100 0			1800.0		100.0		0.9			30 20 0			3 3 3			85 85 65 240			254 0 0 0			254 38 78 78			0	90	0	1.00		
// 6 AM
	43 43 43 			128 128 160 			255 255 255 			23 50 81 			200 153 108 			255 128 0 			55 51 46 			0.1		0.3		0.5			140 100 0			799.0		100.0		0.8			145 0 0			255 128 64			185 160 160 240			254 53 33 18			254 0 0 0			75	120	0	1.00		
// 7 AM
	11 11 11 			255 254 254 			255 255 255 			255 254 254 			255 254 254 			255 254 254 			79 79 79 			-0.1		0.9		0.1			100 50 75			2300.0		100.0		0.5			0 0 0			255 255 255			145 170 170 240			254 0 0 0			254 255 254 254			25	180	0	2.55		
// Midday
	53 53 53 			189 189 189 			255 255 255 			119 134 146 			141 149 156 			255 255 255 			77 77 77 			0.1		-0.1		-0.1			236 0 190			2300.0		3.0		-0.1			0 0 0			255 255 255			90 170 170 240			254 0 0 0			254 30 22 9			25	180	0	0.00		
// 7 PM
	53 53 53 			102 102 102 			255 255 255 			132 133 128 			157 171 176 			255 255 255 			76 76 76 			3.9		0.9		-0.1			110 40 75			2300.0		10.0		0.8			0 0 0			192 192 192			50 97 97 240			254 0 0 0			254 0 0 0			25	180	0	1.00		
// 8 PM
	10 10 10 			119 110 103 			255 255 255 			14 29 70 			181 132 80 			255 128 0 			255 128 0 			1.9		0.9		0.3			100 60 0			2300.0		10.0		0.9			255 128 64			164 113 146			67 67 67 240			254 0 0 0			254 0 0 0			25	140	0	1.00		
// 10 PM
	21 20 20 			210 194 182 			255 255 255 			0 0 0 			5 6 9 			0 0 0 			5 8 0 			0.9		0.9		0.3			160 100 0			1800.0		10.0		0.9			0 0 0			81 81 81			67 67 62 240			254 35 62 135			254 4 3 0			25	90	0	1.00		
//
///////////////////////////////////////////COЛНEЧНAЯ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	38 38 38 			109 101 95 			255 255 255 			11 11 11 			6 7 9 			0 0 0 			0 0 0 			5.2		1.1		0.8			200 100 0			1691.0		100.0		0.9			0 0 0			3 3 3			85 85 65 240			254 4 4 4			254 7 12 14			55	220	0	1.00		
// 5 AM
	58 58 58 			100 92 86 			255 255 255 			5 7 14 			11 12 14 			0 0 0 			27 27 27 			0.9		0.3		0.3			200 100 0			1800.0		100.0		0.9			0 0 0			3 3 3			85 85 65 240			254 43 43 43			254 9 8 8			55	220	0	1.00		
// 6 AM
	27 27 27 			102 102 102 			255 255 255 			34 65 119 			213 140 99 			255 128 0 			38 38 38 			0.1		0.5		0.8			140 93 0			2300.0		100.0		0.8			0 0 0			243 129 52			90 170 170 240			254 25 25 25			254 0 0 0			177	220	0	1.00		
// 7 AM
	36 36 34 			110 110 110 			255 255 255 			37 86 131 			118 147 176 			255 255 255 			64 64 64 			0.1		0.9		-0.1			211 0 149			2300.0		100.0		0.5			0 0 0			255 255 255			145 170 170 240			254 0 0 0			254 2 2 2			177	220	0	1.00		
// Midday
	40 40 40 			65 65 65 			255 255 255 			63 92 132 			108 128 159 			255 255 255 			43 43 43 			0.1		0.9		-0.1			236 0 190			2300.0		3.0		-0.1			0 0 0			255 255 255			90 170 170 240			254 0 0 0			254 19 19 19			88	220	0	1.00		
// 7 PM
	38 38 38 			141 141 141 			255 255 255 			62 78 131 			131 162 216 			255 255 255 			42 42 42 			7.5		0.9		-0.1			110 40 75			2300.0		100.0		0.8			0 0 0			192 192 192			50 97 97 240			254 0 0 0			254 0 0 0			88	220	0	1.00		
// 8 PM
	61 61 61 			98 98 98 			255 255 255 			51 66 105 			255 185 114 			255 128 0 			255 128 0 			1.9		0.9		0.1			100 60 0			2300.0		43.0		0.9			255 128 64			164 113 146			67 67 67 240			254 0 0 0			254 0 0 0			177	220	0	1.00		
// 10 PM
	28 28 28 			210 210 210 			255 255 255 			15 16 17 			29 29 32 			0 0 0 			5 8 0 			0.9		0.3		0.3			160 100 0			1800.0		41.0		0.9			0 0 0			81 81 81			67 67 62 240			254 38 13 13			254 153 157 160			111	60	0	1.00		
//
///////////////////////////////////////////ЭKCТPACOЛНEЧНAЯ CМOГ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	81 81 81 			51 50 47 			255 255 255 			0 0 0 			10 10 16 			0 0 0 			101 101 101 			0.9		0.3		0.5			200 102 0			1800.0		100.0		0.9			30 20 0			3 3 3			44 44 33 240			254 2 3 6			254 3 11 14			25	80	0	1.00		
// 5 AM
	33 33 33 			113 111 106 			255 255 255 			0 0 0 			17 17 23 			0 0 0 			35 35 35 			0.9		0.3		0.8			200 102 0			1800.0		100.0		0.9			30 20 0			3 3 3			85 85 65 240			254 26 27 32			254 34 50 55			25	80	0	1.00		
// 6 AM
	57 57 57 			118 109 102 			255 255 255 			87 85 83 			209 156 98 			255 128 0 			48 35 29 			0.1		0.3		0.3			140 93 0			2300.0		50.0		0.8			0 0 0			243 129 52			90 170 170 240			254 0 0 0			254 38 31 30			25	120	0	1.00		
// 7 AM
	0 0 0 			132 132 132 			255 255 255 			53 88 125 			137 168 201 			255 255 255 			77 77 77 			0.1		0.1		0.8			100 50 75			2300.0		10.0		0.5			0 0 0			255 255 255			145 170 170 240			254 13 13 11			254 23 18 13			25	120	0	1.00		
// Midday
	10 10 10 			52 52 52 			255 255 255 			68 97 146 			126 148 111 			255 255 255 			80 80 80 			-0.1		0.1		0.3			236 0 190			2300.0		3.0		-0.1			0 0 0			255 255 255			90 170 170 240			254 10 10 10			254 17 17 17			25	50	0	1.00		
// 7 PM
	22 22 11 			130 120 113 			255 255 255 			80 133 191 			174 181 122 			255 255 255 			47 47 47 			7.5		0.3		0.9			110 40 103			2300.0		10.0		0.8			0 0 0			192 192 192			50 97 97 240			254 52 39 28			254 0 0 0			25	150	0	1.00		
// 8 PM
	43 40 32 			137 120 95 			255 255 255 			46 51 78 			221 214 164 			255 128 0 			255 128 0 			1.9		0.3		0.9			100 60 0			2300.0		10.0		0.9			255 128 64			164 113 146			67 67 67 240			254 0 0 0			254 8 4 0			25	150	0	1.00		
// 10 PM
	0 0 0 			150 130 130 			255 255 255 			0 0 0 			9 9 11 			0 0 0 			5 8 0 			0.9		0.3		0.3			160 100 0			1800.0		10.0		0.9			0 0 0			81 81 81			67 67 62 240			254 38 80 129			254 0 0 0			25	80	0	1.00		
//
///////////////////////////////////////////COЛНEЧНAЯ и CМOГ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	88 88 88 			210 188 166 			255 255 255 			0 0 0 			23 23 34 			0 0 0 			5 0 0 			0.9		0.8		0.8			200 100 0			1800.0		155.0		0.9			30 20 0			3 3 3			85 85 65 240			254 26 53 53			254 0 0 0			122	90	0	1.00		
// 5 AM
	33 33 33 			60 54 47 			255 255 255 			0 0 0 			0 0 16 			0 0 0 			5 0 0 			0.9		0.3		0.6			200 100 0			1800.0		155.0		0.8			30 20 0			3 3 3			85 85 65 240			254 14 22 22			254 3 4 16			122	90	0	1.00		
// 6 AM
	35 35 35 			77 71 67 			255 255 255 			62 90 104 			198 142 90 			255 128 0 			55 48 44 			0.1		0.3		0.1			140 93 0			2300.0		100.0		0.8			0 0 0			243 129 52			90 170 170 240			254 26 26 26			254 24 20 14			122	120	0	1.00		
// 7 AM
	12 12 16 			169 169 169 			255 255 255 			54 95 135 			104 137 106 			255 255 255 			79 79 79 			-0.1		0.1		0.1			236 50 75			2300.0		100.0		0.5			0 0 0			255 255 255			145 170 170 240			254 21 17 17			254 13 16 10			122	180	0	1.00		
// Midday
	28 28 28 			89 89 89 			255 255 255 			59 97 146 			176 189 104 			255 255 255 			79 79 79 			-0.1		0.9		0.1			236 0 190			2300.0		3.0		-0.1			0 0 0			255 255 255			90 170 170 240			254 25 25 25			254 17 17 17			122	180	0	1.00		
// 7 PM
	0 0 0 			153 142 133 			255 255 255 			86 115 211 			132 170 234 			255 255 255 			60 60 60 			0.1		0.3		0.3			222 40 75			2300.0		10.0		0.8			0 0 0			192 192 192			50 97 97 240			254 0 0 0			254 0 0 0			122	180	0	1.00		
// 8 PM
	53 53 53 			125 116 109 			255 255 255 			46 51 78 			255 208 159 			255 128 0 			255 128 0 			0.1		0.3		0.7			100 60 0			2300.0		10.0		0.9			0 0 0			164 113 146			67 67 67 240			254 0 0 0			254 0 0 0			122	120	0	1.00		
// 10 PM
	33 33 33 			54 50 47 			255 255 255 			0 0 0 			15 10 7 			0 0 0 			5 8 0 			0.9		0.3		0.6			160 100 0			1800.0		10.0		0.9			0 0 0			81 81 81			67 67 62 240			254 0 0 0			254 45 81 140			122	90	0	1.00		
//
///////////////////////////////////////////ВEТPEННAЯ LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	26 86 86 			115 129 153 			255 255 255 			10 10 10 			26 26 26 			10 10 0 			10 0 0 			0.9		0.9		0.8			255 100 0			1500.0		79.0		0.9			30 20 0			23 28 30			55 55 66 240			254 10 10 10			254 0 0 0			155	51	0	2.00		
// 5 AM
	45 45 45 			137 146 173 			255 255 255 			10 10 10 			21 21 21 			10 10 0 			76 59 19 			0.9		0.9		0.9			255 100 0			1400.0		-22.0		0.9			0 0 0			23 28 30			55 55 66 240			254 0 0 0			254 73 126 153			155	100	0	2.00		
// 6 AM
	9 16 18 			110 110 110 			255 255 255 			48 53 57 			131 145 148 			0 0 0 			59 58 58 			0.1		0.8		0.8			255 100 0			1400.0		90.0		0.8			244 150 104			23 28 30			77 77 88 240			254 6 12 22			254 0 0 0			155	180	0	2.00		
// 7 AM
	0 0 0 			115 106 102 			255 255 255 			122 136 136 			119 129 132 			0 0 0 			81 80 79 			-0.1		0.7		0.1			255 100 0			1400.0		-22.0		0.5			0 0 0			92 116 125			77 77 88 240			254 0 0 0			254 0 0 0			155	180	0	2.00		
// Midday
	79 79 79 			78 78 78 			255 255 255 			209 226 229 			108 129 130 			232 232 232 			69 69 69 			0.1		0.5		0.1			255 106 0			1400.0		-22.0		0.3			0 0 0			92 116 123			125 125 125 240			254 0 0 0			254 18 24 24			155	180	0	2.00		
// 7 PM
	0 0 0 			154 142 136 			255 255 255 			123 129 129 			115 124 129 			255 255 125 			99 99 81 			0.1		0.9		0.1			255 100 0			1400.0		-22.0		0.8			0 0 0			92 116 123			123 128 134 240			254 0 0 0			254 0 0 0			155	180	0	2.00		
// 8 PM
	0 0 0 			145 153 161 			255 255 255 			77 77 79 			74 75 76 			255 0 0 			255 0 0 			-0.1		0.9		0.1			255 101 0			1400.0		-22.0		0.9			0 0 0			128 128 128			122 126 134 240			254 0 0 0			254 61 61 61			155	180	0	2.00		
// 10 PM
	24 28 20 			66 59 59 			255 255 255 			75 75 75 			94 94 94 			10 10 0 			10 0 0 			0.9		0.9		0.3			255 100 0			1200.0		111.0		0.9			70 27 10			23 28 30			10 70 60 240			254 9 9 15			254 28 28 36			155	20	0	2.00		
//
///////////////////////////////////////////COЛНEЧНAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	22 22 22 			70 70 70 			255 255 255 			2 2 3 			5 5 7 			0 0 0 			5 0 0 			0.9		0.9		0.3			200 100 0			2000.0		100.0		0.9			31 31 31			3 3 3			19 40 52 240			254 6 48 80			254 0 0 0			50	120	0	1.00		
// 5 AM
	38 38 38 			133 133 133 			255 255 255 			23 35 47 			79 90 113 			0 0 0 			0 0 0 			0.9		0.5		0.3			200 100 0			2000.0		100.0		0.9			31 31 31			3 3 3			19 40 52 240			254 16 31 42			254 51 32 15			50	120	0	1.00		
// 6 AM
	36 36 36 			64 64 64 			255 255 255 			17 52 111 			177 129 102 			255 128 0 			42 42 42 			0.1		0.1		0.3			140 100 0			2100.0		60.0		0.8			0 0 0			232 142 104			178 160 160 200			254 0 0 0			254 0 0 0			50	120	0	1.00		
// 7 AM
	0 0 0 			150 155 150 			255 255 255 			69 99 159 			120 138 170 			255 255 255 			80 80 80 			0.1		0.9		0.1			255 50 75			2400.0		66.0		15.2			0 0 0			192 192 192			145 170 170 240			254 6 6 5			254 0 0 0			50	120	0	1.00		
// Midday
	0 0 0 			135 140 143 			255 255 255 			36 83 128 			91 107 142 			255 255 255 			23 21 19 			0.1		0.9		0.1			150 0 150			2500.0		66.0		15.7			0 0 0			192 192 192			90 170 170 240			254 51 51 51			254 0 0 0			50	120	0	1.00		
// 7 PM
	28 28 28 			122 125 129 			255 255 255 			88 126 185 			161 196 230 			76 76 76 			25 25 25 			0.1		0.9		0.1			110 40 0			2400.0		66.0		14.8			0 0 0			168 169 170			103 95 87 240			254 0 0 0			254 0 0 0			50	120	0	1.00		
// 8 PM
	39 39 39 			134 134 134 			255 255 255 			37 43 71 			118 153 182 			255 128 0 			155 0 0 			1.9		0.6		0.3			100 60 0			2400.0		66.0		0.9			255 128 64			0 0 64			67 67 67 240			254 0 0 0			254 63 63 63			50	120	0	1.00		
// 10 PM
	0 0 0 			140 140 140 			255 255 255 			4 4 5 			12 13 15 			0 0 0 			5 8 0 			0.9		0.5		0.5			160 100 0			2100.0		66.0		0.9			0 0 0			0 0 0			44 73 96 240			254 1 1 1			254 90 102 136			0	112	0	1.00		
//
///////////////////////////////////////////ЭKCТPACOЛНEЧНAЯ SF 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	88 88 88 			133 133 133 			255 255 255 			2 2 3 			4 4 5 			0 0 0 			5 0 0 			0.9		0.5		0.8			200 100 0			2000.0		100.0		0.9			31 31 31			3 3 3			19 40 52 240			254 6 16 23			254 21 16 11			0	120	0	1.00		
// 5 AM
	20 30 30 			99 99 99 			255 255 255 			5 10 14 			71 92 116 			0 0 0 			66 66 66 			0.9		0.5		0.3			200 100 0			2000.0		100.0		0.9			31 31 31			3 3 3			19 40 52 240			254 12 23 32			254 31 20 10			0	120	0	1.00		
// 6 AM
	32 32 32 			188 188 188 			255 255 255 			0 31 65 			173 149 120 			255 128 0 			102 78 53 			0.1		0.1		0.1			140 100 0			2100.0		66.0		0.8			0 0 0			232 142 104			178 160 160 200			254 0 0 0			254 73 69 64			0	120	0	1.00		
// 7 AM
	0 0 0 			149 150 154 			255 255 255 			52 74 119 			109 152 196 			255 255 255 			77 77 77 			0.1		0.9		0.1			100 50 0			2400.0		66.0		15.2			73 73 73			192 192 192			145 170 170 240			254 82 81 76			254 0 0 0			255	216	0	1.00		
// Midday
